index,Class
11319,LowIncome
37078,LowIncome
39779,HighIncome
27024,LowIncome
42159,LowIncome
28176,LowIncome
19986,LowIncome
6769,LowIncome
36907,LowIncome
11042,LowIncome
24151,HighIncome
17968,HighIncome
28202,HighIncome
22153,LowIncome
15581,LowIncome
5486,LowIncome
9735,LowIncome
9166,LowIncome
21189,HighIncome
45956,LowIncome
39481,LowIncome
25665,LowIncome
22842,HighIncome
38087,HighIncome
29715,HighIncome
5116,LowIncome
21915,HighIncome
10291,LowIncome
9968,LowIncome
20596,LowIncome
3628,LowIncome
16826,LowIncome
9337,LowIncome
13480,HighIncome
33593,LowIncome
45942,LowIncome
15565,LowIncome
23227,LowIncome
6061,HighIncome
30414,LowIncome
3650,LowIncome
32350,LowIncome
2249,LowIncome
40330,HighIncome
43913,LowIncome
6464,LowIncome
48561,LowIncome
21944,HighIncome
15025,HighIncome
43553,LowIncome
16266,LowIncome
29379,LowIncome
10904,HighIncome
34627,LowIncome
40522,LowIncome
36121,LowIncome
6165,HighIncome
45809,LowIncome
25372,HighIncome
11487,LowIncome
13597,LowIncome
5090,LowIncome
5796,HighIncome
32503,LowIncome
35180,HighIncome
26240,HighIncome
2048,LowIncome
27770,LowIncome
44818,HighIncome
26130,LowIncome
25414,LowIncome
25119,LowIncome
46669,LowIncome
14724,HighIncome
4899,HighIncome
32809,LowIncome
21529,LowIncome
22420,LowIncome
146,LowIncome
46933,LowIncome
48178,LowIncome
15338,LowIncome
18534,LowIncome
82,LowIncome
11201,LowIncome
30470,LowIncome
18874,HighIncome
9294,LowIncome
15898,LowIncome
18979,LowIncome
19875,HighIncome
25099,LowIncome
8311,LowIncome
6776,HighIncome
23521,LowIncome
42117,LowIncome
20298,LowIncome
18966,LowIncome
21780,LowIncome
33470,LowIncome
11523,HighIncome
13080,LowIncome
20896,LowIncome
29906,HighIncome
45894,LowIncome
3660,LowIncome
18107,HighIncome
20977,LowIncome
33526,HighIncome
31228,LowIncome
2738,HighIncome
16805,HighIncome
48560,LowIncome
28651,LowIncome
1170,HighIncome
13563,LowIncome
36692,LowIncome
35308,HighIncome
36847,LowIncome
28919,LowIncome
26815,HighIncome
3844,LowIncome
40336,LowIncome
21678,HighIncome
11493,LowIncome
26350,LowIncome
31018,HighIncome
2783,HighIncome
28939,LowIncome
27158,LowIncome
8278,LowIncome
30309,LowIncome
47117,LowIncome
7362,HighIncome
16151,LowIncome
37761,LowIncome
45324,LowIncome
41589,LowIncome
6084,LowIncome
19613,LowIncome
36946,LowIncome
340,HighIncome
9646,LowIncome
41914,HighIncome
40603,LowIncome
4434,LowIncome
29577,LowIncome
32243,LowIncome
13131,LowIncome
6163,LowIncome
12050,LowIncome
10941,LowIncome
46012,LowIncome
47063,LowIncome
33962,LowIncome
41909,LowIncome
23961,LowIncome
9578,LowIncome
29439,LowIncome
32050,LowIncome
14023,LowIncome
39188,LowIncome
44719,LowIncome
16716,HighIncome
37123,LowIncome
5689,LowIncome
42660,LowIncome
24776,LowIncome
24507,HighIncome
42631,HighIncome
22813,LowIncome
37085,HighIncome
33638,LowIncome
2769,LowIncome
27593,LowIncome
43790,LowIncome
17052,LowIncome
21709,LowIncome
45905,LowIncome
39646,LowIncome
46967,LowIncome
18552,LowIncome
2713,LowIncome
34285,HighIncome
20931,LowIncome
31153,LowIncome
6515,HighIncome
47995,HighIncome
15312,LowIncome
43119,LowIncome
15413,LowIncome
6990,LowIncome
42234,HighIncome
24900,LowIncome
6094,LowIncome
21067,LowIncome
12250,LowIncome
6979,LowIncome
43966,LowIncome
46027,LowIncome
44906,LowIncome
39194,HighIncome
11942,HighIncome
6602,HighIncome
36911,LowIncome
44817,HighIncome
5893,LowIncome
7551,HighIncome
45633,HighIncome
16428,LowIncome
11112,LowIncome
47846,LowIncome
688,LowIncome
26167,LowIncome
6501,LowIncome
21537,LowIncome
40505,LowIncome
1952,LowIncome
10722,LowIncome
1932,HighIncome
41511,LowIncome
21450,HighIncome
4133,LowIncome
28378,LowIncome
15161,LowIncome
6910,HighIncome
38290,LowIncome
19769,LowIncome
40090,LowIncome
29087,LowIncome
16509,LowIncome
37724,LowIncome
19953,LowIncome
34434,HighIncome
25431,HighIncome
4088,LowIncome
28317,LowIncome
38060,HighIncome
12200,LowIncome
11128,LowIncome
34011,LowIncome
18069,LowIncome
3380,LowIncome
45720,LowIncome
28881,HighIncome
3936,LowIncome
47387,HighIncome
28316,LowIncome
14942,LowIncome
30610,LowIncome
16717,LowIncome
32637,LowIncome
11425,LowIncome
23978,LowIncome
19332,LowIncome
14249,HighIncome
10791,LowIncome
23869,LowIncome
48466,HighIncome
24987,LowIncome
41301,LowIncome
27754,LowIncome
19834,LowIncome
45529,HighIncome
2309,LowIncome
10708,HighIncome
4528,LowIncome
35707,LowIncome
6279,HighIncome
30487,LowIncome
17104,LowIncome
45789,LowIncome
728,LowIncome
9346,LowIncome
14315,HighIncome
41724,LowIncome
40219,HighIncome
11684,LowIncome
20465,LowIncome
12252,LowIncome
43452,LowIncome
5298,LowIncome
4589,HighIncome
6847,LowIncome
3431,LowIncome
45972,LowIncome
7929,LowIncome
9751,HighIncome
2274,HighIncome
20644,LowIncome
6898,LowIncome
34506,LowIncome
32508,HighIncome
48286,HighIncome
14590,HighIncome
22649,LowIncome
20438,LowIncome
26090,LowIncome
3608,HighIncome
30038,LowIncome
36577,LowIncome
1293,LowIncome
39989,HighIncome
26936,LowIncome
18809,LowIncome
11723,LowIncome
22881,LowIncome
34900,LowIncome
40279,HighIncome
12945,LowIncome
44420,HighIncome
9301,LowIncome
42588,LowIncome
22095,LowIncome
25020,LowIncome
32431,LowIncome
21146,HighIncome
24685,LowIncome
1585,LowIncome
43784,LowIncome
22346,LowIncome
33890,HighIncome
45552,LowIncome
41689,LowIncome
20209,LowIncome
44097,HighIncome
44532,LowIncome
29365,LowIncome
41285,LowIncome
37916,LowIncome
4521,LowIncome
35364,LowIncome
823,LowIncome
18795,HighIncome
40246,HighIncome
32149,LowIncome
31820,LowIncome
47571,LowIncome
15943,LowIncome
28332,LowIncome
16455,HighIncome
102,LowIncome
45018,LowIncome
40575,LowIncome
20449,LowIncome
1968,LowIncome
8386,LowIncome
24974,LowIncome
28575,LowIncome
5215,LowIncome
27240,LowIncome
41224,HighIncome
20813,LowIncome
18995,LowIncome
46065,HighIncome
88,LowIncome
21978,LowIncome
22727,LowIncome
48440,LowIncome
10853,LowIncome
14212,LowIncome
35324,LowIncome
20084,LowIncome
44559,LowIncome
48480,HighIncome
12358,LowIncome
31290,LowIncome
39055,LowIncome
32966,HighIncome
8710,LowIncome
31291,LowIncome
8594,LowIncome
14858,HighIncome
34944,LowIncome
32941,LowIncome
9183,LowIncome
25809,LowIncome
19342,LowIncome
43683,LowIncome
3157,LowIncome
43827,LowIncome
13505,LowIncome
6310,LowIncome
47441,LowIncome
37505,HighIncome
46897,LowIncome
16763,LowIncome
42589,LowIncome
33145,HighIncome
18100,HighIncome
33723,LowIncome
38941,LowIncome
38534,LowIncome
9922,LowIncome
13192,HighIncome
15267,HighIncome
40852,HighIncome
4165,LowIncome
34046,LowIncome
20220,LowIncome
13717,HighIncome
20842,LowIncome
39203,LowIncome
14980,HighIncome
36015,LowIncome
32552,LowIncome
42245,LowIncome
20930,LowIncome
5587,LowIncome
26086,LowIncome
28605,HighIncome
15525,LowIncome
37796,LowIncome
40658,LowIncome
37121,LowIncome
6529,LowIncome
17790,LowIncome
8994,LowIncome
19005,HighIncome
38578,LowIncome
10257,LowIncome
40492,LowIncome
28500,LowIncome
8501,HighIncome
29219,LowIncome
10619,LowIncome
15711,LowIncome
1934,LowIncome
5405,LowIncome
9188,LowIncome
33952,HighIncome
21103,LowIncome
19804,HighIncome
24616,LowIncome
37151,LowIncome
37441,LowIncome
43410,LowIncome
8775,LowIncome
13728,HighIncome
11055,LowIncome
16668,HighIncome
17495,LowIncome
19965,LowIncome
35794,LowIncome
23107,LowIncome
36877,LowIncome
457,HighIncome
31406,HighIncome
20334,HighIncome
33447,LowIncome
38806,LowIncome
15892,LowIncome
29655,LowIncome
19144,LowIncome
561,LowIncome
41949,LowIncome
6850,LowIncome
13712,LowIncome
1356,LowIncome
24820,LowIncome
46881,LowIncome
26604,LowIncome
12861,LowIncome
9033,HighIncome
7288,LowIncome
30075,HighIncome
268,LowIncome
29934,LowIncome
16378,HighIncome
3403,LowIncome
5467,HighIncome
44757,LowIncome
7241,LowIncome
48469,LowIncome
38571,LowIncome
12248,LowIncome
6100,LowIncome
38180,LowIncome
29493,HighIncome
39625,HighIncome
8319,HighIncome
32519,HighIncome
4646,LowIncome
20478,LowIncome
24004,LowIncome
874,LowIncome
16472,LowIncome
15018,HighIncome
22493,HighIncome
930,LowIncome
9352,HighIncome
4893,HighIncome
48157,LowIncome
39090,LowIncome
532,LowIncome
20269,HighIncome
19927,LowIncome
4058,LowIncome
7864,LowIncome
6748,LowIncome
6929,LowIncome
36794,HighIncome
17323,LowIncome
40501,HighIncome
46904,LowIncome
40076,LowIncome
4332,LowIncome
44597,LowIncome
10158,LowIncome
42875,LowIncome
14474,LowIncome
35520,LowIncome
24364,LowIncome
18074,LowIncome
7359,LowIncome
17744,HighIncome
8019,HighIncome
10394,LowIncome
30223,LowIncome
28951,LowIncome
19941,LowIncome
29437,LowIncome
2549,HighIncome
11781,LowIncome
11059,LowIncome
21270,LowIncome
21494,LowIncome
28717,LowIncome
23428,HighIncome
38825,HighIncome
8704,HighIncome
20847,HighIncome
29775,LowIncome
18673,LowIncome
15945,LowIncome
22834,LowIncome
17264,LowIncome
15100,LowIncome
47253,LowIncome
5371,LowIncome
8538,LowIncome
48341,LowIncome
29357,LowIncome
2323,LowIncome
19615,LowIncome
37557,LowIncome
41413,LowIncome
34690,HighIncome
29887,LowIncome
40884,HighIncome
30241,HighIncome
31499,LowIncome
26302,LowIncome
3334,LowIncome
8963,LowIncome
29276,LowIncome
45735,HighIncome
6495,LowIncome
40112,LowIncome
45167,LowIncome
46785,HighIncome
34804,LowIncome
32272,LowIncome
43882,LowIncome
39381,LowIncome
20148,HighIncome
17061,LowIncome
26666,HighIncome
18916,LowIncome
32251,LowIncome
6643,LowIncome
2315,LowIncome
39315,LowIncome
371,LowIncome
16709,HighIncome
11878,LowIncome
10498,LowIncome
4149,LowIncome
17278,HighIncome
10414,HighIncome
45118,LowIncome
10793,LowIncome
10833,LowIncome
28929,LowIncome
34661,LowIncome
46582,LowIncome
9544,HighIncome
8939,LowIncome
28865,HighIncome
17239,HighIncome
9990,LowIncome
32984,HighIncome
23334,LowIncome
36387,HighIncome
36326,LowIncome
22650,HighIncome
22456,LowIncome
18666,HighIncome
39908,HighIncome
36062,LowIncome
22879,HighIncome
41277,LowIncome
19600,LowIncome
13820,HighIncome
21913,LowIncome
24922,LowIncome
26059,LowIncome
23407,LowIncome
25593,HighIncome
4042,LowIncome
11296,LowIncome
27735,LowIncome
42179,LowIncome
22529,LowIncome
9230,LowIncome
18187,LowIncome
1814,HighIncome
12386,LowIncome
6313,LowIncome
18936,LowIncome
23764,LowIncome
47099,LowIncome
41705,HighIncome
43126,LowIncome
22414,LowIncome
40360,LowIncome
17538,HighIncome
45345,LowIncome
31882,HighIncome
415,HighIncome
37336,LowIncome
16323,LowIncome
8797,LowIncome
45359,LowIncome
42936,LowIncome
15319,LowIncome
13828,LowIncome
45491,LowIncome
21541,LowIncome
15133,LowIncome
40030,LowIncome
21068,LowIncome
38491,HighIncome
25922,LowIncome
31299,HighIncome
45598,LowIncome
9731,LowIncome
32466,LowIncome
2971,LowIncome
8383,LowIncome
24614,HighIncome
7141,LowIncome
18079,HighIncome
35929,LowIncome
4265,LowIncome
48593,LowIncome
42717,LowIncome
47390,LowIncome
693,LowIncome
7781,LowIncome
20244,LowIncome
43443,LowIncome
44369,HighIncome
5996,LowIncome
42942,LowIncome
15416,LowIncome
26403,HighIncome
2149,LowIncome
42726,LowIncome
13982,HighIncome
3592,HighIncome
17327,LowIncome
9019,LowIncome
19666,LowIncome
18831,LowIncome
22272,LowIncome
17575,LowIncome
47057,LowIncome
32248,LowIncome
25980,LowIncome
34371,LowIncome
35071,LowIncome
15606,HighIncome
13693,LowIncome
12589,LowIncome
4956,LowIncome
30351,LowIncome
46853,HighIncome
942,LowIncome
15936,LowIncome
20635,HighIncome
16791,LowIncome
45007,LowIncome
46025,HighIncome
788,HighIncome
4460,LowIncome
47406,HighIncome
29290,HighIncome
45006,LowIncome
18544,LowIncome
39980,LowIncome
17673,LowIncome
25052,LowIncome
7149,LowIncome
35599,LowIncome
43240,LowIncome
16636,HighIncome
24524,HighIncome
33381,LowIncome
30965,HighIncome
4000,LowIncome
17601,LowIncome
39803,LowIncome
40365,LowIncome
14866,LowIncome
45243,LowIncome
31431,LowIncome
22397,HighIncome
35265,LowIncome
14381,HighIncome
2700,LowIncome
34543,HighIncome
25092,LowIncome
9450,LowIncome
14007,LowIncome
11513,HighIncome
10488,HighIncome
35731,HighIncome
3472,LowIncome
42966,LowIncome
39838,LowIncome
3235,LowIncome
12670,LowIncome
26734,HighIncome
4091,LowIncome
15306,LowIncome
28837,HighIncome
27009,LowIncome
11609,LowIncome
38686,LowIncome
26111,LowIncome
47690,LowIncome
46064,HighIncome
7194,LowIncome
4001,LowIncome
19235,LowIncome
35423,LowIncome
26481,LowIncome
43082,HighIncome
5515,LowIncome
22698,LowIncome
5244,LowIncome
15976,LowIncome
15256,LowIncome
48071,LowIncome
16857,LowIncome
10200,LowIncome
16188,LowIncome
30584,LowIncome
30268,LowIncome
21414,LowIncome
27832,LowIncome
36649,HighIncome
15545,LowIncome
27193,HighIncome
45437,LowIncome
28586,LowIncome
37273,HighIncome
11166,HighIncome
31271,HighIncome
19468,LowIncome
15162,HighIncome
24126,LowIncome
23317,LowIncome
21849,HighIncome
39615,HighIncome
24254,LowIncome
20732,LowIncome
26266,LowIncome
48397,LowIncome
21533,LowIncome
8967,LowIncome
6012,HighIncome
14256,LowIncome
38702,HighIncome
16217,LowIncome
46915,LowIncome
31871,HighIncome
12350,LowIncome
28452,LowIncome
32252,HighIncome
35006,LowIncome
18284,HighIncome
492,LowIncome
20885,LowIncome
8559,LowIncome
47277,LowIncome
13778,LowIncome
14283,LowIncome
10914,LowIncome
7128,LowIncome
36684,LowIncome
657,LowIncome
35186,LowIncome
40727,LowIncome
48488,LowIncome
9894,LowIncome
48831,LowIncome
46646,HighIncome
12960,HighIncome
1214,HighIncome
24356,LowIncome
9813,HighIncome
15838,LowIncome
47985,LowIncome
36762,LowIncome
1122,HighIncome
3430,LowIncome
9251,LowIncome
18032,LowIncome
15778,LowIncome
19324,LowIncome
31218,LowIncome
33366,HighIncome
12539,HighIncome
7582,HighIncome
45754,LowIncome
4755,LowIncome
22175,LowIncome
3208,LowIncome
30918,LowIncome
4278,HighIncome
27554,LowIncome
20553,LowIncome
44231,HighIncome
20568,LowIncome
10384,HighIncome
28399,LowIncome
9066,LowIncome
23604,LowIncome
18033,LowIncome
23550,HighIncome
17191,LowIncome
10212,LowIncome
20570,LowIncome
43840,LowIncome
10731,LowIncome
5528,HighIncome
47433,LowIncome
21099,LowIncome
35721,LowIncome
45765,LowIncome
43730,LowIncome
21469,LowIncome
7250,LowIncome
16199,LowIncome
45040,HighIncome
22013,LowIncome
26704,LowIncome
14598,HighIncome
34699,HighIncome
6140,HighIncome
25114,HighIncome
28551,LowIncome
45477,LowIncome
9702,LowIncome
43567,LowIncome
1291,LowIncome
44684,LowIncome
24976,LowIncome
12053,LowIncome
23452,LowIncome
24876,LowIncome
7449,HighIncome
21391,LowIncome
22133,LowIncome
18614,LowIncome
41,HighIncome
10039,LowIncome
18956,LowIncome
6053,LowIncome
28188,LowIncome
40776,LowIncome
28639,LowIncome
29151,LowIncome
47507,HighIncome
4527,LowIncome
34158,LowIncome
828,HighIncome
8510,HighIncome
48307,LowIncome
4509,LowIncome
44189,HighIncome
16465,HighIncome
12304,LowIncome
18088,LowIncome
45139,LowIncome
43606,LowIncome
36994,LowIncome
33539,LowIncome
36535,LowIncome
29742,LowIncome
26637,HighIncome
2083,LowIncome
9156,LowIncome
11898,LowIncome
35169,HighIncome
18739,LowIncome
42537,LowIncome
36361,LowIncome
39422,LowIncome
18304,LowIncome
40483,LowIncome
26829,LowIncome
6024,LowIncome
46118,LowIncome
41062,LowIncome
23209,LowIncome
10104,HighIncome
44491,LowIncome
18145,HighIncome
14697,LowIncome
8200,LowIncome
18186,HighIncome
48029,HighIncome
48515,HighIncome
27444,LowIncome
37588,HighIncome
36982,LowIncome
517,LowIncome
25989,LowIncome
18741,HighIncome
29250,LowIncome
40405,LowIncome
11267,LowIncome
20327,LowIncome
30052,LowIncome
6815,LowIncome
27909,LowIncome
43171,HighIncome
11832,LowIncome
36934,LowIncome
42040,LowIncome
21192,LowIncome
29623,LowIncome
34914,HighIncome
36645,LowIncome
31405,LowIncome
36940,HighIncome
42524,HighIncome
45323,LowIncome
47847,LowIncome
7569,LowIncome
40148,HighIncome
23170,LowIncome
43574,LowIncome
9682,LowIncome
11771,HighIncome
32047,LowIncome
8850,HighIncome
44413,LowIncome
391,LowIncome
36370,HighIncome
697,LowIncome
36201,HighIncome
25670,LowIncome
32123,LowIncome
28041,HighIncome
26991,LowIncome
11941,LowIncome
25145,HighIncome
24433,HighIncome
5838,LowIncome
43812,LowIncome
34100,LowIncome
48799,HighIncome
48299,LowIncome
32571,LowIncome
15193,LowIncome
43317,LowIncome
31206,HighIncome
4962,LowIncome
44090,LowIncome
8762,LowIncome
34657,LowIncome
37492,LowIncome
48590,LowIncome
13108,HighIncome
7415,LowIncome
34841,LowIncome
20659,HighIncome
332,HighIncome
14818,HighIncome
39346,LowIncome
48540,LowIncome
1445,LowIncome
30394,LowIncome
3756,LowIncome
13058,LowIncome
48065,LowIncome
15542,LowIncome
41228,LowIncome
30949,HighIncome
15920,LowIncome
176,LowIncome
18549,LowIncome
2284,LowIncome
8141,LowIncome
7817,LowIncome
2762,HighIncome
44902,LowIncome
30029,HighIncome
17835,HighIncome
3245,LowIncome
12326,LowIncome
20707,LowIncome
3408,LowIncome
10758,LowIncome
37457,LowIncome
6487,LowIncome
32783,HighIncome
29116,LowIncome
36421,HighIncome
9583,LowIncome
6463,HighIncome
14435,LowIncome
1641,LowIncome
45099,LowIncome
36488,LowIncome
36676,LowIncome
47762,HighIncome
46146,HighIncome
18029,LowIncome
547,LowIncome
18649,LowIncome
15000,HighIncome
39855,LowIncome
10508,LowIncome
7709,LowIncome
44979,HighIncome
13944,LowIncome
888,LowIncome
3847,LowIncome
8245,LowIncome
7129,LowIncome
10727,LowIncome
30055,LowIncome
12237,LowIncome
8006,HighIncome
9542,HighIncome
8382,LowIncome
21263,LowIncome
48519,HighIncome
24394,HighIncome
29559,LowIncome
40020,LowIncome
34275,LowIncome
2741,LowIncome
607,LowIncome
14575,HighIncome
34709,LowIncome
25830,LowIncome
44338,LowIncome
18778,HighIncome
30508,LowIncome
9402,HighIncome
9228,LowIncome
1494,LowIncome
21479,HighIncome
21936,LowIncome
13352,LowIncome
21787,LowIncome
39202,LowIncome
29758,LowIncome
13450,LowIncome
36725,HighIncome
30379,LowIncome
33070,HighIncome
6231,HighIncome
42648,LowIncome
30672,LowIncome
28488,HighIncome
16010,LowIncome
15798,LowIncome
22926,LowIncome
35243,HighIncome
19151,LowIncome
42254,HighIncome
35845,LowIncome
28199,HighIncome
22247,LowIncome
2901,HighIncome
7497,LowIncome
34524,LowIncome
25599,LowIncome
26796,LowIncome
313,HighIncome
785,HighIncome
37567,LowIncome
6942,LowIncome
44832,HighIncome
34640,LowIncome
39263,LowIncome
46690,LowIncome
20270,LowIncome
26816,HighIncome
20835,LowIncome
44503,LowIncome
34994,LowIncome
5201,HighIncome
38313,LowIncome
5404,HighIncome
43319,LowIncome
13183,LowIncome
39915,LowIncome
37352,LowIncome
1626,LowIncome
18147,LowIncome
10990,LowIncome
39425,LowIncome
25404,HighIncome
44216,LowIncome
15116,LowIncome
45327,HighIncome
20861,LowIncome
991,LowIncome
22970,HighIncome
47076,LowIncome
48269,LowIncome
1970,HighIncome
47928,LowIncome
14123,LowIncome
13193,LowIncome
21929,LowIncome
38301,LowIncome
30567,LowIncome
48744,LowIncome
45273,LowIncome
17053,LowIncome
48101,LowIncome
22713,LowIncome
2968,LowIncome
43093,LowIncome
37258,LowIncome
44740,HighIncome
1306,LowIncome
2236,LowIncome
39787,LowIncome
17670,LowIncome
30836,LowIncome
12120,LowIncome
6374,LowIncome
21219,LowIncome
16689,HighIncome
18316,LowIncome
29226,HighIncome
30579,LowIncome
44087,LowIncome
40123,LowIncome
43895,LowIncome
18854,LowIncome
24003,LowIncome
47147,LowIncome
32168,HighIncome
39804,HighIncome
34928,LowIncome
14318,LowIncome
13963,LowIncome
48084,LowIncome
16701,LowIncome
46641,LowIncome
45650,LowIncome
6660,LowIncome
9899,HighIncome
10201,LowIncome
39743,LowIncome
31383,LowIncome
5390,LowIncome
36556,LowIncome
13043,HighIncome
13748,HighIncome
32930,HighIncome
30698,LowIncome
6026,LowIncome
33852,LowIncome
33802,LowIncome
31386,HighIncome
37987,HighIncome
18951,HighIncome
33563,LowIncome
40102,LowIncome
24214,LowIncome
38124,LowIncome
44935,LowIncome
5895,LowIncome
45112,LowIncome
45010,HighIncome
39120,LowIncome
38274,HighIncome
6471,LowIncome
30231,LowIncome
43196,LowIncome
15253,LowIncome
2065,LowIncome
9623,LowIncome
16750,HighIncome
44049,LowIncome
10795,LowIncome
9054,LowIncome
9975,LowIncome
24586,LowIncome
23269,HighIncome
38474,HighIncome
30446,LowIncome
3406,LowIncome
25573,LowIncome
36446,HighIncome
33454,HighIncome
23621,LowIncome
30576,LowIncome
26048,LowIncome
37340,LowIncome
31494,LowIncome
13954,LowIncome
25607,LowIncome
12777,LowIncome
39660,LowIncome
3635,LowIncome
32810,LowIncome
5554,LowIncome
33423,LowIncome
11303,HighIncome
32999,LowIncome
15334,LowIncome
3271,HighIncome
44525,HighIncome
24687,LowIncome
29273,LowIncome
37173,LowIncome
42756,LowIncome
11297,HighIncome
30600,LowIncome
42699,HighIncome
22664,HighIncome
14788,LowIncome
29266,LowIncome
16612,LowIncome
10109,LowIncome
6,LowIncome
37242,LowIncome
27270,HighIncome
47397,LowIncome
34290,HighIncome
15203,LowIncome
35154,HighIncome
29862,LowIncome
40510,HighIncome
17943,LowIncome
43162,LowIncome
36153,LowIncome
24251,LowIncome
4387,LowIncome
29070,LowIncome
33791,HighIncome
14244,LowIncome
6194,LowIncome
19341,LowIncome
6804,LowIncome
30465,HighIncome
44264,LowIncome
5878,LowIncome
2584,LowIncome
36249,HighIncome
1903,LowIncome
5359,LowIncome
9232,LowIncome
34349,HighIncome
40070,HighIncome
10715,HighIncome
8782,HighIncome
25384,LowIncome
45589,LowIncome
2970,LowIncome
46776,LowIncome
38746,LowIncome
36255,LowIncome
28304,LowIncome
16702,LowIncome
5962,LowIncome
5762,LowIncome
6087,LowIncome
43667,HighIncome
38305,LowIncome
7680,LowIncome
34580,LowIncome
37018,LowIncome
39061,HighIncome
11289,LowIncome
8320,LowIncome
37847,HighIncome
8570,LowIncome
41441,HighIncome
24865,HighIncome
39329,LowIncome
5611,LowIncome
16956,LowIncome
23886,LowIncome
16060,HighIncome
12522,LowIncome
27994,LowIncome
29513,LowIncome
26685,LowIncome
3763,HighIncome
45724,LowIncome
39746,LowIncome
25432,LowIncome
43808,HighIncome
27181,LowIncome
29814,LowIncome
11349,LowIncome
40954,HighIncome
20990,HighIncome
46511,LowIncome
17122,LowIncome
33257,LowIncome
813,HighIncome
44568,LowIncome
22495,LowIncome
18155,LowIncome
43257,LowIncome
18595,LowIncome
6074,LowIncome
46370,LowIncome
45441,LowIncome
42163,HighIncome
26251,LowIncome
22955,LowIncome
21238,LowIncome
7797,LowIncome
21478,LowIncome
6449,LowIncome
6923,LowIncome
47551,LowIncome
30844,LowIncome
36109,LowIncome
24429,LowIncome
34384,LowIncome
7237,LowIncome
37070,LowIncome
35261,HighIncome
48203,LowIncome
42098,HighIncome
3006,LowIncome
17313,LowIncome
45933,LowIncome
24700,LowIncome
41882,HighIncome
23190,LowIncome
32390,HighIncome
19298,HighIncome
44136,HighIncome
3378,HighIncome
16570,LowIncome
28472,LowIncome
45228,LowIncome
2470,LowIncome
44615,LowIncome
36511,LowIncome
34882,LowIncome
4910,LowIncome
37981,LowIncome
45503,LowIncome
22360,LowIncome
31164,HighIncome
20897,LowIncome
8365,HighIncome
9596,LowIncome
12874,HighIncome
28738,LowIncome
13497,LowIncome
18045,HighIncome
1498,LowIncome
733,LowIncome
23653,LowIncome
14179,HighIncome
20641,LowIncome
27451,HighIncome
8634,HighIncome
45405,HighIncome
18885,LowIncome
29741,HighIncome
32096,LowIncome
7305,LowIncome
5169,LowIncome
42609,LowIncome
1054,LowIncome
31772,LowIncome
29478,HighIncome
41674,LowIncome
19258,HighIncome
12459,LowIncome
8869,LowIncome
15851,LowIncome
4837,LowIncome
22685,LowIncome
13814,LowIncome
37654,LowIncome
3542,LowIncome
47198,LowIncome
8639,LowIncome
35642,LowIncome
1290,HighIncome
20785,LowIncome
33053,LowIncome
39206,HighIncome
12925,LowIncome
9618,LowIncome
23784,HighIncome
10690,LowIncome
6389,LowIncome
30471,LowIncome
30701,HighIncome
43985,LowIncome
14433,HighIncome
6678,LowIncome
25787,HighIncome
25996,HighIncome
32330,LowIncome
37875,LowIncome
11212,LowIncome
326,LowIncome
1437,HighIncome
27575,LowIncome
20520,LowIncome
6948,LowIncome
6879,LowIncome
18348,LowIncome
31073,LowIncome
42370,HighIncome
42341,HighIncome
24880,LowIncome
16786,LowIncome
34810,LowIncome
19806,LowIncome
318,HighIncome
43426,LowIncome
1450,HighIncome
36886,LowIncome
29033,LowIncome
32196,HighIncome
40325,HighIncome
45569,LowIncome
24493,LowIncome
42974,LowIncome
9383,LowIncome
46605,LowIncome
39399,LowIncome
40965,LowIncome
29157,HighIncome
12052,LowIncome
4380,HighIncome
16627,LowIncome
16921,LowIncome
2053,LowIncome
21556,HighIncome
22085,LowIncome
19761,HighIncome
45911,LowIncome
24180,LowIncome
7178,LowIncome
46769,LowIncome
40023,LowIncome
21762,LowIncome
19634,HighIncome
38829,LowIncome
27130,HighIncome
4458,LowIncome
4435,LowIncome
34721,HighIncome
35889,LowIncome
26752,LowIncome
47645,HighIncome
23255,LowIncome
48542,LowIncome
18817,LowIncome
14912,LowIncome
24013,HighIncome
34180,LowIncome
9238,LowIncome
26003,LowIncome
634,LowIncome
9970,HighIncome
48010,HighIncome
6378,LowIncome
15445,LowIncome
15961,LowIncome
48534,LowIncome
42952,LowIncome
4415,LowIncome
41597,HighIncome
2185,LowIncome
18276,LowIncome
331,LowIncome
25664,LowIncome
37845,HighIncome
46444,LowIncome
38977,HighIncome
16360,LowIncome
42469,HighIncome
43330,HighIncome
15553,LowIncome
33099,HighIncome
10732,LowIncome
26586,LowIncome
30882,HighIncome
23584,LowIncome
32527,HighIncome
45837,LowIncome
38015,LowIncome
38875,LowIncome
10170,LowIncome
4564,LowIncome
42519,LowIncome
32699,HighIncome
27901,LowIncome
18096,LowIncome
20470,LowIncome
39666,LowIncome
39867,LowIncome
32645,LowIncome
21251,HighIncome
44555,LowIncome
16572,LowIncome
21640,LowIncome
34920,LowIncome
24246,LowIncome
48472,LowIncome
7799,LowIncome
18213,LowIncome
23263,LowIncome
11498,LowIncome
15206,HighIncome
24094,LowIncome
6160,LowIncome
7483,HighIncome
8631,HighIncome
15309,LowIncome
31308,LowIncome
32789,LowIncome
10486,LowIncome
47087,LowIncome
5735,LowIncome
14807,LowIncome
26491,LowIncome
33338,LowIncome
10865,LowIncome
23071,LowIncome
15398,HighIncome
28164,LowIncome
